0,US03931198A;nan;1976;pistachio;200,cb028e659175f3c4297c6b61b8f0fbf76b51b1cc4e2c5273b3ec65b1,[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]([CH2:7]1)=[O:8])[CH3:9].[N:10]#[C:11][K].O.O=S(O)O[Na],[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]([CH2:7]1)([OH:8])[C:11]#[N:10])[CH3:9],9.7.262,Urech cyanohydrin method,([C:1]-[C;H0;D4;+0:2](-[C:3])(-[OH;D1;+0:4])-[C;H0;D2;+0:5]#[N;D1;H0:6])>>([C:1]-[C;H0;D3;+0:2](-[C:3])=[O;H0;D1;+0:4]).([K]-[C;H0;D2;+0:5]#[N;D1;H0:6]),325dd0efb0067ace50e6c7a56301d173d22d5a052b296913df1ab796,1.0,1
0,US03931198A;nan;1976;pistachio;201,fed38a628d8c2d7aabeec7c3036c86aa6994ee4a8b3be64b56d7694b,Cl.[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]([CH2:7]1)([OH:8])[C:9](=O)[O:10]CC)[CH3:11].N=[C:12]([NH2:13])[NH2:14].O.CCO.CC(=O)O.O[K],[CH3:1][CH:2]1[CH2:3][CH:4]([CH2:5][C:6]2([CH2:7]1)[O:8][C:12](=[N:13][C:9]2=[O:10])[NH2:14])[CH3:11],0.0,Unrecognized,([N;D1;H2:6]-[C;H0;D3;+0:5]1=[N;H0;D2;+0:7]-[C;H0;D3;+0:2](=[O;H0;D1;+0:1])-[C:3]-[O;H0;D2;+0:4]-1)>>(C-C-[O;H0;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C:3]-[OH;D1;+0:4]).(N=[C;H0;D3;+0:5](-[N;D1;H2:6])-[NH2;D1;+0:7]),c4835b3f2dd6a3a41444e8322ab3de64c1813d03008cefb098ca9d4e,1.0,1
0,US03931197A;nan;1976;pistachio;208,1ada5ef82df085fa071e4659d36dc865c9c380a5b1f2b1cc1556dff2,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[CH:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][CH2:21]1)[CH2:22][CH2:23][CH2:24][C:25](=[O:26])[c:27]1[cH:28][cH:29][c:30]([cH:31][cH:32]1)F.[CH2:33]1[CH2:34][CH2:35][NH:36][CH2:37][CH2:38]1,[CH3:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[CH:9]([c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1)[CH:16]1[CH2:17][CH2:18][N:19]([CH2:20][CH2:21]1)[CH2:22][CH2:23][CH2:24][C:25](=[O:26])[c:27]1[cH:28][cH:29][c:30]([cH:31][cH:32]1)[N:36]1[CH2:35][CH2:34][CH2:33][CH2:38][CH2:37]1,1.3.8,Fluoro N-arylation,([C:4]-[N;H0;D3;+0:5](-[C:6])-[c;H0;D3;+0:1](:[c:2]):[c:3])>>(F-[c;H0;D3;+0:1](:[c:2]):[c:3]).([C:4]-[NH;D2;+0:5]-[C:6]),d6ea9b633b6bf4e6067258d496eb35f7d14e90bca4edf5fe58c28c1b,1.0,1
0,US03931203A;nan;1976;pistachio;210,03c40c09ba8dd29114cadc3f2b41ce372565e3eaab953af7cc379162,[NH2:1][CH2:2][c:3]1[cH:4][cH:5][cH:6][n:7][cH:8]1.[O-:9][N+:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([cH:16][cH:17]1)[N:18]=[C:19]=[O:20].Cc1ccccc1,[O-:9][N+:10](=[O:11])[c:12]1[cH:13][cH:14][c:15]([cH:16][cH:17]1)[NH:18][C:19](=[O:20])[NH:1][CH2:2][c:3]1[cH:8][n:7][cH:6][cH:5][cH:4]1,2.3.1,Isocyanate + amine urea coupling,([C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6])>>([C:1]-[NH2;D1;+0:2]).([O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]),903dcfe32837886584264b39727a7d8d02d4dc88756525a4eb4912fd,1.0,1
0,US03931203A;nan;1976;pistachio;211,34f0257172450ca084802256723688ce20b6baeccc65a5484eb2d46e,[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[SH:10].[NH2:11][CH2:12][c:13]1[cH:14][cH:15][cH:16][n:17][cH:18]1.c1ccccc1,[O:1]=[C:2]([NH:11][CH2:12][c:13]1[cH:18][n:17][cH:16][cH:15][cH:14]1)[NH:3][c:4]1[cH:9][cH:8][c:7]([cH:6][cH:5]1)[SH:10],2.3.1,Isocyanate + amine urea coupling,([C:1]-[NH;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6])>>([C:1]-[NH2;D1;+0:2]).([O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]),903dcfe32837886584264b39727a7d8d02d4dc88756525a4eb4912fd,1.0,1
0,US03931202A;nan;1976;pistachio;213,7eb8f02056805d8e3a5210dd64704dad4cbd06acd6c39f770a11c0b7,[O-:1][N+:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[N:10]=[C:11]=[O:12].[OH:13][CH2:14][c:15]1[cH:16][n:17][cH:18][cH:19][cH:20]1.c1ccccc1,[O-:1][N+:2](=[O:3])[c:4]1[cH:9][cH:8][c:7]([cH:6][cH:5]1)[NH:10][C:11](=[O:12])[O:13][CH2:14][c:15]1[cH:20][cH:19][cH:18][n:17][cH:16]1,2.4.2,Isocyanate + alcohol reaction,([C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6])>>([C:1]-[OH;D1;+0:2]).([O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]),484dbac5b256f2711be4a4f7fd15e723ddd55f8e94ec70a5476f4f12,1.0,1
0,US03931202A;nan;1976;pistachio;214,0ef1517f45138007830fac7ffe0c84a85709be0de433a1a52bc1fdf9,[O:1]=[C:2]=[N:3][c:4]1[cH:5][cH:6][c:7]([cH:8][cH:9]1)[C:10]([F:11])([F:12])[F:13].[OH:14][CH2:15][c:16]1[cH:17][n:18][cH:19][cH:20][cH:21]1.C1CN2CCN1CC2.c1ccccc1,[O:1]=[C:2]([NH:3][c:4]1[cH:9][cH:8][c:7]([cH:6][cH:5]1)[C:10]([F:11])([F:12])[F:13])[O:14][CH2:15][c:16]1[cH:21][cH:20][cH:19][n:18][cH:17]1,2.4.2,Isocyanate + alcohol reaction,([C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6])>>([C:1]-[OH;D1;+0:2]).([O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]),484dbac5b256f2711be4a4f7fd15e723ddd55f8e94ec70a5476f4f12,1.0,1
0,US03931202A;nan;1976;pistachio;215,abe607ce2c73d23344e375d19d04effff5f90cf5db7fe7c94ea05da7,[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[N:9]=[C:10]=[O:11].[OH:12][CH2:13][c:14]1[cH:15][n:16][cH:17][cH:18][cH:19]1.C1CN2CCN1CC2.c1ccccc1,[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:19][cH:18][cH:17][n:16][cH:15]1,2.4.2,Isocyanate + alcohol reaction,([C:1]-[O;H0;D2;+0:2]-[C;H0;D3;+0:4](=[O;D1;H0:3])-[NH;D2;+0:5]-[c:6])>>([C:1]-[OH;D1;+0:2]).([O;D1;H0:3]=[C;H0;D2;+0:4]=[N;H0;D2;+0:5]-[c:6]),484dbac5b256f2711be4a4f7fd15e723ddd55f8e94ec70a5476f4f12,1.0,1
0,US03931202A;nan;1976;pistachio;216,8e59696d871ad58373c449cd78a742f37908901ecde20bd571460562,[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][n:18][cH:19]1.O.CC(=O)O.ClC(Cl)(Cl)Cl.BrBr.c1ccc2cccnc2c1,[CH3:1][S:2](=O)[c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:19][n:18][cH:17][cH:16][cH:15]1,8.2.1,Sulfanyl to sulfinyl,([C;D1;H3:1]-[S;H0;D3;+0:2](=[O;H0;D1;+0])-[c:3])>>([C;D1;H3:1]-[S;H0;D2;+0:2]-[c:3]),66666d3cd95851e06906e43fc5efb5e3bdfabc31c7f851fb732c2e22,1.0,1
0,US03931202A;nan;1976;pistachio;217,3d03d6abe4d1c4f24c21d672ba801bc4df7f9998b17bb0b45cf7072a,[CH3:1][S:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:15][cH:16][cH:17][n:18][cH:19]1.O=C(O[OH:20])c1cccc(c1)Cl.c1ccccc1.O,[CH3:1][S:2](=O)(=[O:20])[c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[NH:9][C:10](=[O:11])[O:12][CH2:13][c:14]1[cH:19][n:18][cH:17][cH:16][cH:15]1,8.2.2,Sulfanyl to sulfonyl,([C;D1;H3:2]-[S;H0;D4;+0:3](=[O;H0;D1;+0:1])(=[O;H0;D1;+0])-[c:4])>>(Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1).([C;D1;H3:2]-[S;H0;D2;+0:3]-[c:4]),a6863ff723fa14b729a73de0eaca43a32807f6b912d1648fe6cf1248,1.0,1
0,US03931196A;nan;1976;pistachio;219,690b645c138d7208ab25371b3a0ac85a92d1a478144486a3bf030b33,[O:1]=[PH:2]1[CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21.OO,[O:1]=[P:2]1([CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)O,8.8.11,Hydroxylation,([C:1]-[P;H0;D4;+0:2](=[O;D1;H0:3])(-[O;H1;D1;+0])-[c:4])>>([C:1]-[PH;D3;+0:2](=[O;D1;H0:3])-[c:4]),4e43589130bf6e6fb223dc4dea39ecae66342e885e6d570438c74589,1.0,1
0,US03931196A;nan;1976;pistachio;220,0662de163dc905b88dafc20922d7f5674eb7318400f393c9e15cde08,[O:1]=[P:2]1([CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)O.O=S(Cl)[Cl:12],[O:1]=[P:2]1([CH2:3][CH2:4][CH2:5][c:6]2[cH:7][cH:8][cH:9][cH:10][c:11]21)[Cl:12],9.3.2,Acid to acid chloride,([C:3]-[P;H0;D4;+0:2](-[Cl;H0;D1;+0:1])(=[O;D1;H0:4])-[c:5])>>(Cl-S(=O)-[Cl;H0;D1;+0:1]).(O-[P;H0;D4;+0:2](-[C:3])(=[O;D1;H0:4])-[c:5]),3ad80a0b5cc0be1c427260a13ac6678fa43c6badf5a86a3bdd223001,1.0,1
