fragment_id,feasible_compounds,infeasible_compounds
3868210133,1,1
311440342,1,0
3856675799,1,0
3891278804,0,1
4081071064,0,2
3087545307,1,2
988820447,0,1
3535287274,12,52
3864015857,3,1
265827313,0,1
950023157,762,707
4106236921,1,0
3717739522,0,2
3008377861,0,1
4013962247,0,1
1987064853,1,0
681587735,0,1
3603444760,2,7
1360540698,11,3
1220031524,10,22
3251647524,46,77
2732078117,0,5
1583363112,1,3
903361578,6,1
2497197102,1,0
2502964272,0,1
1444951089,1,1
1778922549,1,0
1075852342,2,0
3206558773,1,4
1180185656,4,0
3279959094,1,9
3220190266,0,1
922760251,43,35
2984784958,4,1
1627403327,1,1
3520083008,0,1
1716532295,0,4
4220007497,1,0
3899143242,0,1
508048463,3,2
3964154960,1,1
3544200273,1,2
1716008017,0,1
707802201,3,0
1792554078,5,4
969946207,3,9
1562915937,8,7
1441805420,0,1
2868393069,0,1
76559478,3,1
1938306167,0,1
2663396474,1,0
664810623,0,1
896545922,59,5
3548394641,0,3
736638098,5,7
578303122,4,0
617624724,85,87
2809148567,0,1
1292907672,0,1
2196780193,0,1
2390766754,0,8
3105895588,1,1
1820865700,0,2
2519217321,1,7
807417006,0,2
3360175280,0,1
37762227,0,1
1185952949,3,0
2487235766,1,0
820524215,0,2
3446158524,3,2
1681929405,1,0
604517567,59,83
2225616064,0,3
3239064767,0,1
3352835266,1,3
716190915,2,2
3582997698,0,2
1798321349,23,52
2663396549,0,1
4020778183,1,5
1814574283,0,1
1143485652,0,1
3662689496,0,1
3134731482,3,17
1212691677,0,1
1957180646,1,1
1499477232,0,1
755512566,0,2
4103091447,4,0
2048406778,0,1
3253220609,0,2
2022716684,1,0
629683469,1,0
2960667916,0,3
4010292498,3,4
4207892,1,0
46150935,1,0
2646619420,1,0
3082302748,5,2
377500958,1,0
1902654750,0,3
2178430240,1,0
4132451613,1,0
3532141858,3,2
2943890723,0,3
634402085,1,0
3343922470,1,0
4289213736,35,14
2015376681,5,8
2193110316,2,4
3842520366,1,0
3194500400,1,0
1352152369,0,8
1860187443,1,0
451949876,0,1
907556149,1,5
1269314871,6,31
261633336,4,6
732968247,13,12
2822780216,1,1
867710265,0,2
3632805182,34,2
1338520894,12,8
829961537,0,1
1488467270,12,7
3386389831,3,1
177222984,1,0
944256332,13,11
3069195596,1,0
696792402,0,2
2963813717,0,1
3532141913,0,1
4056429914,3,0
606614876,31,8
3240637791,1,0
1805661544,0,1
831534447,1,0
1656239472,0,4
493892976,0,1
2697999732,0,2
39859575,1,1
2649240954,0,1
351286652,0,1
499135873,0,1
1116222854,0,1
1529886087,1,0
827340173,0,2
3590337935,0,2
3485480336,0,3
856700304,0,1
47199636,0,1
564147611,0,1
1792554404,1,0
263730597,1,0
1937782182,1,0
2130195879,2,0
3437245865,1,1
3885512107,8,2
1545090475,1,0
782251435,0,1
2132293036,0,1
4142937519,0,1
296236464,0,1
2234529203,73,19
278934964,0,2
2439001532,93,188
579876285,0,1
2808624578,1,0
46675400,0,1
4029691340,29,67
651703756,5,1
331363791,64,127
402142672,0,1
1358968279,8,28
3198694873,5,4
1108358621,1,0
3290969573,2,1
1116747238,0,1
3208132071,0,1
1790981608,0,1
678966761,1,0
3378001387,1,0
3793761772,3,47
1816671725,2,3
288896494,1,2
2714252780,0,2
3253220846,0,4
1141913073,5,3
22558198,3,6
2077767159,26,70
1946170871,0,15
808990201,42,15
1863857658,1,5
1119892983,0,1
2879927802,0,2
3787470326,0,1
2992125440,1,0
213923329,3,0
15742466,1,0
2161128961,4,2
2137536002,1,0
3636999685,0,3
666908167,3,11
4287116808,1,0
984626698,2,0
4289738250,1,0
3494917654,0,1
1294480922,0,2
4732444,13,2
3334485533,0,1
980432414,0,3
2155886111,0,1
2377135651,6,7
3287299621,1,1
1449145896,0,2
1599092270,0,2
1649423921,0,1
1545090616,1,0
4068488763,0,1
445134398,1,0
4202706497,1,0
2048931394,2,0
2573743683,0,1
987248198,0,3
1428698697,1,19
202913354,1,0
936392270,3,0
2755671633,0,1
3998758485,3,6
3669505622,1,1
1069037141,0,1
4277155417,41,17
3002611293,0,1
1655715424,0,1
3952621153,10,27
2779788898,0,3
2946512487,4,6
1110455911,1,1
3217045098,76,43
3366991467,1,1
2992649838,1,0
3611833967,16,44
285226607,1,0
4154996336,1,0
792213110,0,3
1216362104,0,2
403715708,0,1
77084287,13,14
1226847871,0,1
849884802,0,1
1269839494,1,0
2518693512,1,0
525874827,3,0
1541420684,3,5
1066415757,1,0
918042257,1,0
3506452113,1,0
446183057,0,1
3193976469,0,1
877672087,34,68
1595422365,1,0
851457696,1,1
3867162273,1,0
4107286178,0,1
3967825570,0,1
759707301,57,165
2527082150,1,0
1793603237,0,1
3314562729,0,5
1155020459,21,115
1749038763,1,0
3383768752,4,2
3606591153,30,34
179844787,1,0
1058027192,2,5
797980349,1,4
3187160767,38,131
3959436993,11,4
2527606468,1,0
1847604935,0,1
3698865864,0,1
312489674,1,0
2690660043,0,1
2300065487,0,1
1814050517,14,15
1366832853,1,6
1609578200,0,1
245380829,0,1
3581949665,0,5
2275423970,1,0
200292071,0,1
136853234,1,0
3397400306,0,56
3111139065,6,5
2047358714,1,0
1600141050,1,0
3693623036,1,0
2551723773,0,2
1749038848,5,10
4112529152,0,7
3679467265,0,1
373307140,15,2
3194500868,0,1
2576889607,1,3
1234188044,0,1
1358968593,10,6
682112790,25,13
634402585,1,2
3093837595,0,1
1476409116,0,2
1425553183,1,6
25179939,1,0
3500685092,1,0
2259695397,0,1
922236712,1,0
3153606441,0,2
3543676713,0,1
904935210,0,4
3802674988,1,0
4132976431,0,1
2465740600,0,1
1421883198,159,288
2909812546,1,0
574109509,0,1
1196439366,2,0
1190672204,1,1
3077584717,2,1
3877123918,0,2
3026204498,0,4
2300065620,1,0
3266852699,4,1
2714253149,1,0
3352835934,3,0
3858249567,0,4
2197305187,0,1
45627236,7,7
1921529702,1,2
230176616,0,1
2036348781,1,0
3013097329,0,1
62404467,2,1
3445110643,1,1
3242735476,0,1
2668640120,1,2
2140157817,0,1
616576890,2,0
121649023,22,1
2738894721,11,3
3983554435,0,1
161494919,0,1
1438660488,0,1
1526740878,0,1
2024814482,1,0
3828889500,0,1
1843935136,9,35
3355457444,6,4
201865133,0,1
4206376880,0,4
2390767540,4,8
46675892,1,0
1056454582,0,3
945305527,0,1
1162885048,1,0
2726836153,1,0
1527789499,2,7
2908764092,1,0
708851645,13,10
3198695357,2,1
2338863042,0,1
216545222,5,32
706754503,1,0
381695949,13,7
3057137614,1,0
3220715470,0,1
2167420880,2,1
124794829,0,3
4142413782,1,0
569391065,0,1
2456303580,1,0
1882732510,2,0
611858400,1,0
2291677156,9,10
2838509541,1,0
1038104550,1,0
3064477670,0,2
112211944,0,1
1844983785,0,1
2370320364,13,12
2369796077,1,0
1031813100,2,0
4072159216,42,37
1080571888,0,1
2275424247,0,1
4179113977,1,15
605042681,1,0
1105213435,28,4
3072342010,0,1
986200065,0,1
1669347333,11,9
101726213,2,0
1058027531,0,3
1094203412,4,23
691550232,13,9
2041591832,5,16
3895474201,1,0
1219508249,2,14
715667484,1,0
442513437,33,59
402667553,1,0
1536702497,0,5
3658496035,0,2
1247819815,1,0
1063794729,8,21
4185405482,4,6
3527948341,5,23
2299541569,0,1
2742040644,2,1
3832035396,1,1
3326097476,1,1
2027436103,1,0
294139980,1,0
4239931469,0,1
259012686,3,3
1149253710,0,2
2245015636,0,2
2008561752,1,0
78133340,2,3
2348300381,2,0
3612358755,5,7
1863333990,0,2
3128965228,0,1
2433759341,0,4
3166713966,1,0
2403350638,1,0
2878355566,4,0
2753575023,0,1
2225092720,0,1
1856518263,7,2
2956998777,132,327
1161836673,0,2
2405972100,1,5
405289093,1,0
1083717765,0,1
2920822920,0,2
2184198281,1,0
2572695702,0,1
1188051100,0,2
806369437,387,524
2864199840,0,1
4091033761,1,2
2304784547,0,3
4223154341,4,1
3882891430,1,3
3076012199,13,28
1868576935,2,12
2006464679,2,8
4223154345,0,1
947927211,1,0
1939355825,0,9
1203779769,3,1
3257415866,0,1
2416457914,0,2
2811246787,13,10
3920115907,1,0
3841472709,1,3
181942473,0,1
313538763,1,0
1728592076,3,11
688404687,8,7
3550492881,3,0
2347776210,33,79
875575507,1,0
3338156244,5,0
330315989,0,1
3859298522,2,0
3686807771,0,2
331364574,0,1
2897230047,2,0
4195891423,1,0
1059600610,0,15
2584230118,428,691
403716326,0,2
863516905,8,10
88094954,4,8
2684369131,15,6
3727177964,0,7
2671261933,0,1
2017474798,7,6
3961534706,4,0
3833608434,57,49
2377660658,1,10
3226482931,0,1
418396406,1,15
144193784,0,1
4056955132,1,0
2388146429,1,0
694696192,1,0
1732786432,0,2
1962948870,2,11
3189258509,1,0
3091216657,0,2
252721428,93,116
2992650517,8,2
942160151,0,1
1187002650,1,0
1776826656,1,0
820001057,0,1
1123563813,1,0
1505769767,117,190
956315944,12,4
453523751,1,1
2623551787,4,9
1749563699,1,0
3954194740,1,0
2024290611,0,1
1247820091,1,0
2352494911,6,27
1187002687,1,0
1164458305,0,1
2146974016,0,2
2441623876,0,1
1857042757,6,1
2098739526,9,3
199244101,1,0
2619881800,3,1
2159032649,2,0
3136829774,239,500
716716366,3,3
3024107855,0,1
1135098194,0,1
2258123091,0,3
1848129878,0,1
598751585,1,1
2398108004,0,2
878721382,1,0
2358262126,2,13
4129831291,1,0
980433280,0,1
2074098049,7,9
1068513665,1,0
61356419,0,1
3342875009,0,1
2199402893,0,1
762329487,0,2
620247443,1,3
2816489876,2,0
4254611862,1,0
2976397723,1,0
3250076060,0,2
4240980387,3,4
376453541,0,3
3545774501,0,3
1238907310,0,2
2991602096,0,5
2354592178,0,1
3910154677,0,3
2154314167,10,27
2053650877,2,22
2785032643,0,1
1280850372,1,0
1533032902,0,1
1469069767,1,0
1820342736,1,0
552090065,0,1
705182163,6,8
2520267220,34,28
1408252376,2,4
2687515107,0,1
2535995879,1,1
1978153448,0,13
498088428,1,1
2919250412,0,1
134756846,0,5
2307930607,1,0
3326097904,2,1
3252173300,7,13
2348825077,0,1
2166897143,5,3
1858615803,1,0
3457694205,0,1
3440916989,0,1
40909315,0,1
3603970564,6,1
1074280964,0,1
186661381,0,4
3333962251,0,7
4167580173,1,2
4011342352,0,1
255867413,1,1
3802151445,0,3
2918201879,139,137
4251466263,7,0
3114809883,0,1
600324637,0,1
3679468063,1,0
3504880159,0,3
613956129,4,7
1946171937,0,2
421542435,15,3
245905958,2,1
1382038057,11,7
3900193321,1,10
3825220137,0,2
858274349,1,0
109591096,0,1
1798847047,4,135
2025339464,51,66
482359879,0,2
3003136585,0,5
2182101583,1,0
4162337359,0,1
1219508820,0,2
2609920596,0,2
2325756501,0,1
2800761431,0,2
1986542168,3,1
2688039512,1,0
730872410,0,1
2154838620,1,1
2512403036,1,0
2772449888,2,8
2228238946,8,18
1130379877,1,0
2955950695,2,3
805845607,0,2
518535797,0,1
507525755,1,0
3948952188,10,4
2141731452,0,1
4231543424,0,1
452999810,1,0
3677895299,0,2
245906055,1,0
2486712969,0,2
730872460,15,12
3006282388,0,1
3354933912,1,0
3707255449,1,0
2501917341,1,0
596130462,1,1
2076719775,1,0
1540897439,1,0
4098374304,2,3
3558357666,0,1
2951756452,0,1
543177382,2,4
2515548841,1,3
1426602672,0,2
821050035,1,0
1326463668,13,1
149961397,3,3
2390768307,0,1
756562620,7,20
982006461,0,1
837302977,1,0
886586049,0,1
3509074628,3,7
94911173,1,0
58211014,2,7
714619592,12,25
3789568713,34,69
1078999752,4,1
1134049995,1,0
3515366088,0,1
159398612,1,2
1262500566,1,3
4119870167,1,0
155204313,0,1
4096277214,2,1
3429382880,1,0
1312832225,0,1
3460840160,0,1
1541946084,1,0
1901083365,0,1
2076195558,1,33
1348483815,1,0
2063612647,0,2
1720204009,1,0
3986176745,0,3
4248845034,0,1
3138403058,0,1
1870150387,2,0
999832308,0,1
1193818866,0,1
787495672,0,3
1872247545,3,5
1307589368,0,1
4059052796,0,1
1414544127,0,1
3126344448,1,1
2804431616,0,1
3134208773,1,7
1146632967,1,1
3861396231,0,20
2372942600,0,2
162544394,0,1
1590704906,0,1
3518511885,1,0
1109408526,3,5
1908947735,1,0
2089302809,1,1
3346021146,4,7
3609738011,1,0
2421701406,17,28
2027961118,0,1
3972545313,23,6
929053473,11,33
595082021,1,1
3242212138,4,1
2004892459,0,1
2336242476,0,3
2783984430,0,1
732969776,1,0
1918384944,0,2
1117797172,1,0
1003502399,5,0
1510488896,1,1
2142255939,0,1
2484091716,1,0
2526559048,0,1
2258647882,15,6
4093655882,0,1
3093314381,15,23
174078798,1,1
1857043277,0,10
602422096,25,37
2493528913,1,0
2919250772,1,0
3087022933,0,1
1112554331,3,0
2831170399,1,0
3249027936,0,1
3048749921,0,1
1307589475,0,2
1564490600,1,0
947927920,1,0
8403826,2,0
2455255924,1,0
4099423094,6,3
1830304631,1,0
1347435387,35,49
3667409787,26,7
2045262717,1,1
2293250942,2,0
4075305854,1,1
648035198,1,3
2317892479,1,0
1429224322,1,1
4264573820,0,1
2475703172,1,0
2078292870,0,1
2881502089,0,1
3843570574,0,1
1719679888,0,1
3654302619,0,1
2998418345,1,1
3461888938,0,1
3688905645,0,1
3533192110,11,0
701512622,0,1
1138768822,4,1
911752119,1,3
3058187195,1,0
222837691,0,1
3029875646,0,16
2954902464,0,1
579353539,3,2
1261976515,0,1
3972545477,0,2
3374857158,9,11
1095777227,0,1
1553480658,1,0
3252173780,0,1
1421884375,6,19
2169519064,1,0
2414885852,0,2
733494240,7,20
614480865,11,2
2233482213,2,0
263732201,9,33
3782753259,0,1
3519560684,31,46
2891463663,1,0
2052602866,1,0
281558006,0,2
874527735,4,0
3607116794,1,0
1138768893,1,4
2555919359,4,4
2833791999,0,1
3647486977,0,1
1194867714,6,1
3691002882,0,8
117455879,0,3
2009086987,0,4
3233299468,0,2
2796043281,0,1
1296055318,0,1
2902473751,0,5
3743431703,0,1
1897413658,1,1
2716351516,2,1
601373728,0,1
667958308,1,0
3258989605,25,27
3091741733,0,1
488127532,0,1
2927115309,6,3
3594009645,5,22
3458743343,1,8
4246748208,18,5
3211803702,20,54
3251125304,1,0
3084401720,2,0
237517892,3,7
1253588037,13,8
2199403588,0,5
1709194309,0,5
1720728652,0,2
280509520,1,0
1941978193,1,0
832584786,1,2
3775413331,1,7
1365261399,2,2
2347252825,0,3
2116041820,1,0
1603812446,1,24
1684028511,18,26
2154314848,0,2
3719838819,0,1
3934272612,1,0
1355299943,0,1
4013440105,8,4
1368931435,0,1
781728876,1,10
3013622893,1,1
695745650,1,0
1288191095,1,0
2804431997,1,0
566770813,0,1
808467583,1,0
3988798595,0,4
1931492484,0,4
847264901,1,1
2262318222,0,3
298335380,0,1
1809857688,0,1
1266171033,6,0
1919958172,0,1
2063088797,1,0
3122674848,2,0
151534753,1,1
1966619810,0,1
1655717027,1,0
3465559203,1,0
1336949927,0,1
3238542504,0,6
4014488749,1,0
3255844014,0,32
3464510642,0,1
2452634804,19,0
746077365,194,196
209206469,0,1
2222996683,0,4
3437247694,2,1
946879699,2,1
826817748,1,0
1578122456,2,3
4003478747,6,9
677919963,11,19
2376613087,0,1
3013623008,0,1
1963998433,0,1
3182443749,1,2
2362457319,1,0
439368936,1,1
1085291751,0,2
793787626,1,0
3336584426,0,1
1516256494,12,4
335035633,1,0
925383922,1,0
257965299,10,29
3230678257,1,0
3925884149,2,0
3456646390,2,4
494943480,0,3
1903181049,0,1
3996138748,29,13
2094021890,0,2
1406156035,4,3
2096643332,1,11
3861396740,2,8
2180005128,0,1
1182809353,0,1
1801469201,0,3
73415954,1,0
2370845972,0,10
562052372,0,14
3391634715,0,1
3158326556,0,1
110116131,1,1
486030630,19,48
1339047206,9,3
2295348521,2,1
765476139,0,1
1612201259,0,1
544750894,0,1
2418031918,0,1
941112630,1,0
3610787130,1,0
1582316860,1,0
2962767165,0,1
2186296637,0,1
4134026559,0,2
512245058,0,1
3518512451,0,1
2139635014,0,2
3909107025,3,2
757611858,1,0
708328787,0,2
2150120789,1,0
1174945113,1,1
3393731929,1,0
1843936607,0,2
272121185,1,0
214449508,1,0
1410874726,40,27
2994748777,7816,9696
3873979756,2,19
411581804,1,0
2043690350,1,0
2756722034,1,3
39861619,2,3
225459585,4,3
1258831235,1,0
318258568,2,0
2066234763,0,2
2662350224,0,1
3843571089,7,30
926956945,1,1
2919775639,0,1
2063089056,9,10
3059760546,0,1
3374333348,0,2
1345338792,11,0
2622504360,10,1
1651522985,1,0
2653961642,1,0
2089303465,0,1
1951940009,0,3
3105373614,1,0
1892171183,1,0
3517463977,0,1
1088961971,2,0
1890074036,4,7
1730690483,1,6
3363847612,0,1
2485140926,0,1
47726015,0,1
2644524484,0,2
1740651977,182,416
1882209740,2,1
242761164,1,0
2171616718,0,1
757611985,1,0
1825586641,0,3
554712534,0,10
1274559959,0,2
1701330398,8,10
2759867872,0,1
1703951843,1,0
2494053860,1,0
60833252,0,5
2043166183,24,52
2602581479,1,1
2390244842,5,0
144195052,0,1
3715644910,1,0
4236787187,0,3
3255844340,0,2
4181736951,0,1
997211641,1,1
935869947,3,2
684735996,0,3
1198013950,3,2
1147682303,0,1
3317186046,0,1
2019573249,3,1
2009087491,3,0
1662008838,0,1
1642085896,0,1
1013988874,0,1
4082646540,1,0
358628878,1,3
641220111,0,2
1049640464,1,0
4162338325,1,0
930102810,1,2
2161655322,0,1
1382039066,0,1
613432863,1,0
782777890,0,1
3385867817,0,3
923287082,1,0
510672427,0,3
1315454511,1,3
3181395504,3,1
1326988849,2,0
458243635,0,1
2946514487,1,0
102776377,1,2
3157278266,0,1
1585462846,3,2
2807053887,0,8
2784509505,1,0
1088962113,1,0
1457536579,0,1
3379052098,0,1
2029010510,7,10
1007697487,1,0
746077778,0,1
3072867927,0,1
1066417753,1,0
2151169626,1,0
617627225,2,0
3504356956,1,0
205536860,0,1
2890415712,1,0
557334113,2,2
1706049123,1,0
1580744293,1,0
2336767600,0,1
2292727416,1,31
3521134202,7,2
3936370302,1,0
132660863,2,1
2242395783,4,1
1207451273,0,3
2251832969,0,1
1359494793,0,1
1494761102,1,3
3620224654,1,0
1795178129,1,1
1798323858,0,3
2368749205,1,3
2288533143,1,0
225459864,5,0
2190491287,0,1
514342555,6,0
585121435,1,0
2667593380,0,1
2632990378,11,20
2087206570,2,1
2635611823,1,1
2006466225,0,2
365969083,1,2
2533375677,1,0
457195197,0,2
2080390850,1,0
3422568136,6,18
412106444,1,2
4260904659,0,1
667434708,3,0
3503308503,1,1
3632807641,0,1
797982428,3,1
1389379293,4,4
3952099038,1,1
3886038751,0,2
1951416032,2,1
1578122974,0,1
3425189598,0,1
1880637161,302,162
2061516529,0,2
795885301,0,1
812662522,0,1
3176152828,0,1
2225094400,1,0
811613963,0,1
1827684108,10,5
2013282061,0,4
77086479,0,1
1420836625,0,1
1660436241,0,1
1160265492,0,3
1685602069,1,0
238042902,2,8
1824538390,1,0
434650906,11,11
484982560,1,0
3360702241,0,3
2691186466,1,0
3775414050,0,4
1095778085,0,1
3456646950,0,1
1407205160,7,23
3803201324,1,0
1719680812,0,1
1344814892,0,1
3942661935,2,1
3959963439,0,5
2267037490,1,0
1067466549,0,11
3920641849,1,0
3965730618,2,0
3808444222,6,10
43532103,0,1
3431481164,3,3
3442491212,5,11
2245541727,252,274
2803384160,1,0
2097168225,3,1
1120419679,0,1
887635811,1,1
1328037737,3,0
1930444651,1,0
689979243,0,1
353386350,2,3
1092108144,0,5
3224387442,0,2
4077404019,1,0
265830265,27,25
1084243835,2,1
3606069116,2,2
3167764350,0,2
1458585472,0,1
3846717314,0,1
847789957,1,0
2806005644,0,1
2206220175,5,1
602947472,30,84
2157985681,0,1
2263891859,0,1
2813345688,1,5
3222814620,2,7
1073233824,0,1
662716323,0,1
2470985636,1,4
506478502,0,1
1504198568,0,6
330842025,0,1
3366993837,1,0
3252174766,0,1
1242578863,1,0
4130357174,3,0
124796863,1,0
2595241924,101,152
1797275591,1,0
1366835147,61,55
1889026003,3,12
2600484820,0,1
3452452822,0,2
2495102935,76,121
568868824,0,4
3351265248,0,7
759185384,1,2
3789570024,0,1
691027948,3,2
4015013869,8,42
4278730732,0,1
4257759213,0,1
1231044592,7,7
3911204848,2,0
253247472,3,1
234897404,2,9
2378186749,0,4
997212158,10,0
976764934,2,2
4034936841,1,0
1926774796,1,0
2836938765,0,4
2566930448,2,0
729825298,0,1
17842207,2,0
710426656,3,0
243286047,3,0
910180386,2,0
2872590368,2,0
3469230116,2,0
2566406180,5,1
1904754724,3,7
843071525,0,1
3990372387,0,2
3373809706,0,2
2856861739,1,2
2528657454,0,2
1806188594,19,93
3001040946,2,1
3832561716,2,0
1611677749,0,4
3856678966,0,3
3879747638,0,1
2653438008,0,1
1476411450,0,1
165691452,3,7
119029821,1,0
999309376,0,1
4292886599,1,0
3969925192,3,5
1759526986,1,5
3031449675,1,1
3523756112,0,2
4217389143,9,8
4163387491,0,1
111689831,0,1
1582841960,292,59
3351789672,15,3
1182285931,16,13
881344623,3,9
3977789553,5,6
3628089468,1,26
1367883903,0,1
2454208640,2,0
4253565060,17,0
145244292,0,2
4157620358,1,2
1915764872,1,0
2159558792,0,1
3578282123,0,5
4186456208,1,5
2811773072,0,1
2091925650,0,1
3332391061,3,2
3931652247,1,0
2748334231,2,7
2625126555,6,4
3214950556,0,4
4173349022,2,0
3049799838,0,4
2420654240,0,1
315113633,18,26
1833451682,0,1
1379942567,1,0
1148731559,0,2
1712865449,0,2
2671788202,2,0
495468712,0,2
2724741292,0,1
3607118013,0,1
2921873604,1,0
2714255558,1,0
3719315655,47,27
595607751,2,4
2626175181,1,0
2553823437,2,5
3173531854,1,0
490225873,9,9
634405078,146,39
3148366040,0,2
3206037723,0,1
802701533,1,0
2339389664,0,7
2818064609,1,4
1472217314,0,1
3665314019,8,4
4227350756,2,0
1457537255,1,0
950026472,0,1
1195917548,13,16
549470444,1,0
3481288940,0,2
390086894,0,1
3598729456,1,1
4073734385,3,4
360202480,0,1
1893220595,0,7
3884466419,0,9
1900726409,0,1
3093840121,3,0
669008123,1,0
177750270,1,1
3056615679,14,8
1017135358,0,1
4035461377,2,0
3009429762,2,1
2095071491,0,3
518013188,2,4
120602881,0,2
1097351437,1,4
2018001167,3,0
3555737872,6,4
3455074580,5,4
3224912149,1,4
822100245,2,0
4142416151,1,0
3180871959,0,2
3540533532,3,2
383271199,9,2
715669792,2,0
976765217,1,2
1471693090,2,0
2926592290,1,0
2984263967,0,8
1496334629,0,1
99107112,24,12
574636331,0,1
1168654640,2,0
998261041,0,1
937443634,27,4
2201502002,0,1
1399865652,0,3
13123894,10,3
3180347702,0,3
1073758521,3,1
4278206778,2,0
744505660,1,0
1046495550,0,1
1628979518,0,1
3964682563,4,3
2806006096,34,100
637026640,4,5
2737324368,1,3
2888843603,1,1
2498773330,0,1
2094547285,2,0
3079160149,0,1
3428860247,1,0
35668316,0,8
854081886,0,2
1272988000,7,6
1938833762,1,0
877674850,0,1
1372602722,0,1
3659546982,0,5
1714962791,2,0
2445820267,0,1
3612361074,1,0
3814736245,0,1
199246201,0,2
3947905402,0,2
516440445,2,1
2114470270,1,0
3580903807,1,0
1337475456,22,43
27804032,2,0
3758113156,3,12
108020100,0,3
2914009478,2,2
3226485124,0,1
47202697,0,2
2446868877,0,1
1590706581,0,13
725631384,3,1
1109410205,3,1
3713548707,0,1
1912095140,1,1
4085268902,0,3
2243969446,0,2
3531620778,1,5
197149106,0,1
981483955,0,1
1074282931,0,1
1490567615,6,5
420495808,6,3
2482520511,1,0
2921349570,1,0
1175470527,0,1
1687699908,0,3
2610971077,3,0
3447210445,46,50
3728228816,3,0
2987409873,0,1
3069198803,1,0
2380284375,1,0
3987751388,1,0
2576892384,0,3
800080354,87,167
2187870692,4,6
1474314726,9,30
1733313000,1,0
2351448555,0,1
3036168684,0,1
1925726702,1,0
2960671214,0,1
1009795569,4,5
2652914162,1,0
3390063091,1,1
2911912441,0,3
2924495360,18,6
3220193792,0,2
128467458,2,0
495993345,0,1
3635429897,1,9
1009271306,1,15
1222132235,4,4
1055932942,1,0
2075148816,0,1
1714962962,1,1
2669167124,0,1
2193113622,0,2
4013965849,0,1
3006808602,0,1
178799131,1,2
1023427100,6,0
2933932575,2,0
2272281122,1,0
2834842149,0,1
844644908,0,1
3857203758,6,1
421020207,18,76
2600485423,2,3
608191027,30,17
924860980,1,1
1908949555,0,1
1386758710,4,2
1545093691,0,1
2041070141,4,5
2451587649,1,4
2111324745,0,1
2826453583,0,1
2794996304,16,15
456671824,1,0
2385527378,3,0
1859666515,1,0
1990738516,1,0
2284339797,0,1
2001748563,0,3
934298199,9,3
4182262360,7,4
1520452185,2,0
3688907354,6,1
4274012760,2,3
1261978204,1,0
3477095005,2,2
180372059,1,1
1934115422,0,3
302006881,0,1
3199746658,1,0
3477619310,1,1
59785840,103,73
256918130,0,7
1256211061,36,33
3779609205,0,2
3458220667,2,11
2931835516,2,4
3294642811,1,3
178274943,0,1
3059237505,0,4
283132547,1,0
3648012933,0,2
1079526023,58,36
2868920968,0,1
3991421581,1,0
3832038031,1,0
4164436625,1,0
770196114,11,6
1305494164,4,1
1199063712,7,7
1834500779,1,0
2189443758,1,0
1655718575,5,1
3846718126,1,1
2930786992,0,1
3802677941,0,1
1562395324,8,0
2075148993,1,1
2435334852,1,0
3839902404,0,1
2781364936,2,0
2819113672,2,7
2563785420,0,1
4048044750,1,0
1139294935,3,1
300958423,1,0
1252016855,1,3
1044923099,3,1
1311261409,2,1
2186822370,1,0
4166009569,0,2
675300066,0,1
1151353573,0,1
2564834025,4,2
3750249197,1,0
1946174191,1,0
1977631472,0,1
421544688,0,1
3753919216,0,1
3522183928,1,0
4214244089,1,0
4069016315,105,107
781730555,1,0
2039497467,2,2
4166533888,0,2
1065370368,0,2
728777475,1,0
2329953028,0,1
2488288006,1,4
3023586054,0,1
2097169162,0,1
2338865931,1,0
2942845706,0,1
913326861,0,2
1139819281,1,0
2009088785,0,1
56115987,0,2
3387441943,0,2
1513112348,0,2
174605086,1,0
1465402145,1,2
3999810340,1,0
1558201124,0,5
4200612644,0,3
2011710249,0,2
1337475891,0,4
549995317,1,0
687883064,0,1
4195894075,5,3
3500688191,0,1
2037400383,0,1
3395306303,0,1
2878358340,0,1
2778743621,2,0
3966780235,0,1
401097549,1,0
3126870864,0,3
376456022,11,8
2869445465,0,1
1368933211,10,16
245908315,0,2
968377179,0,1
1741177708,0,1
1203782513,0,4
357057394,1,0
3806872436,34,92
3879748477,0,2
3507503999,1,0
899695487,0,2
3811066753,1,1
3961013121,0,2
1723876232,11,3
1602765706,0,1
664814475,0,3
229655436,5,5
1580745615,1,0
3970450320,23,25
86000527,0,3
58213267,0,1
3344450454,1,0
885015453,0,9
887636896,11,29
1729119138,0,1
2660254629,0,1
1917862822,13,1
3412083622,1,6
1301300136,13,41
1435517862,6,7
1792557990,0,1
3329770411,0,1
2468365226,0,3
581452720,9,9
707281840,1,0
870335410,0,1
1609581492,149,136
2164802486,1,0
4150805431,0,1
3759162298,0,1
930628539,0,3
1349534652,1,2
2322088896,0,2
3094365125,19,15
1539851207,27,35
2591048647,1,0
967328717,2,0
1805665230,1,1
1104167888,0,2
1086866388,0,1
3294643157,0,1
1479033814,1,7
2056274905,1,24
289948634,1,1
4158669786,0,5
2184201182,1,0
2082489311,1,0
357057505,1,0
3636478949,0,1
1753236454,2,0
2515026918,1,0
3146793960,1,0
2539144166,0,8
1551385579,14,8
2701149163,0,2
850412529,1,0
3802678265,2,1
3186639867,0,3
2106606587,0,1
2767209469,0,5
417350653,0,1
37241856,1,2
2610971653,1,0
275792914,0,6
2632467478,1,6
4262478873,12,21
2863154203,1,2
